t,rtt_ms
40.0,7.9
40.5,9.93
41.0,10.9
41.5,14.4
42.0,10.3
42.5,8.91
43.0,9.54
43.5,12.4
44.0,8.76
44.5,8.45
45.0,9.49
45.5,9.85
46.0,8.57
46.5,8.51
47.0,9.24
47.5,11.3
48.0,9.99
48.5,10.6
49.0,10.9
49.5,7.97
50.0,9.4
50.5,8.14
51.0,9.78
51.5,12.2
52.0,8.52
52.5,9.53
53.0,11.1
53.5,11.8
54.0,11.3
54.5,10.4
55.0,9.27
55.5,10.7
56.0,10.6
56.5,9.21
57.0,10.6
57.5,8.92
58.0,8.57
58.5,11.1
59.0,11.7
59.5,8.94
60.0,10.8
60.5,12.0
61.0,7.38
61.5,12.9
62.0,10.2
62.5,12.4
63.0,7.63
63.5,10.5
64.0,13.4
64.5,8.54
65.0,9.12
65.5,9.7
66.0,7.6
66.5,6.81
67.0,6.06
67.5,10.4
68.0,7.16
68.5,7.72
69.0,7.45
69.5,12.1
70.0,10.4
70.5,9.69
71.0,11.2
71.5,11.3
72.0,10.5
72.5,9.13
73.0,10.0
73.5,11.0
74.0,11.9
74.5,12.6
75.0,11.4
75.5,10.3
76.0,12.7
76.5,12.7
77.0,13.6
77.5,9.26
78.0,11.7
78.5,9.39
79.0,7.04
79.5,13.4
80.0,11.1
80.5,6.9
81.0,14.2
81.5,10.9
82.0,9.69
82.5,12.9
83.0,9.9
83.5,7.31
84.0,9.75
84.5,13.6
85.0,8.69
85.5,8.57
86.0,7.69
86.5,11.4
87.0,9.84
87.5,11.7
88.0,11.3
88.5,11.4
89.0,9.15
89.5,13.8
