t,rtt_ms
0.0,1.41
0.5,6.72
1.0,6.89
1.5,7.79
2.0,7.97
2.5,8.9
3.0,6.17
3.5,4.43
4.0,5.16
4.5,5.71
5.0,5.71
5.5,6.45
6.0,6.64
6.5,6.69
7.0,7.14
7.5,7.64
8.0,7.77
8.5,7.71
9.0,7.74
9.5,7.74
10.0,7.9
10.5,8.73
11.0,9.22
11.5,6.84
12.0,9.87
12.5,5.36
13.0,6.52
13.5,6.61
14.0,6.91
14.5,7.7
15.0,7.73
15.5,7.85
16.0,7.43
16.5,7.8
17.0,7.75
17.5,7.62
18.0,7.73
18.5,8.07
19.0,10.6
19.5,14.7
20.0,13.2
20.5,14.6
21.0,14.1
21.5,14.0
22.0,17.2
22.5,18.4
23.0,19.1
23.5,22.1
24.0,22.0
24.5,22.5
25.0,26.0
25.5,29.5
26.0,26.9
26.5,28.8
27.0,30.0
27.5,31.4
28.0,31.4
28.5,33.6
29.0,35.3
29.5,10.7
30.0,11.4
30.5,12.4
31.0,13.4
31.5,14.9
32.0,12.7
32.5,13.5
33.0,17.0
33.5,18.9
34.0,18.2
34.5,19.4
35.0,23.7
35.5,23.9
36.0,24.7
36.5,26.0
37.0,13.9
37.5,13.3
38.0,15.7
38.5,18.5
39.0,13.5
39.5,16.3
40.0,16.1
40.5,10.5
41.0,8.01
41.5,9.82
42.0,13.1
42.5,11.0
43.0,13.1
43.5,13.5
44.0,15.0
44.5,16.7
45.0,16.8
45.5,16.9
46.0,18.4
46.5,20.4
47.0,20.3
47.5,19.4
48.0,21.5
48.5,8.95
49.0,10.0
49.5,14.7
50.0,11.1
50.5,9.43
51.0,8.75
51.5,7.78
52.0,9.74
52.5,10.6
53.0,11.2
53.5,11.2
54.0,12.9
54.5,9.82
55.0,12.6
55.5,12.9
56.0,14.5
56.5,14.3
57.0,16.4
57.5,17.4
58.0,17.9
58.5,19.1
59.0,19.6
59.5,22.2
60.0,23.3
60.5,5.15
61.0,7.17
61.5,8.03
62.0,8.11
62.5,9.72
63.0,10.2
63.5,10.2
64.0,9.31
64.5,9.75
65.0,10.2
65.5,10.7
66.0,10.0
66.5,10.9
67.0,10.7
67.5,10.1
68.0,10.9
68.5,10.1
69.0,11.1
69.5,10.6
70.0,11.4
70.5,11.0
71.0,9.21
71.5,11.8
72.0,12.7
72.5,11.7
73.0,14.0
73.5,14.1
74.0,13.1
74.5,14.4
