t,rtt_ms
0.0,0.476
0.5,8.02
1.0,8.86
1.5,4.25
2.0,4.58
2.5,5.16
3.0,5.73
3.5,5.91
4.0,6.76
4.5,6.75
5.0,6.68
5.5,6.89
6.0,7.75
6.5,7.8
7.0,7.77
7.5,7.82
8.0,10.0
8.5,11.0
9.0,11.6
9.5,11.7
10.0,11.6
10.5,6.27
11.0,6.76
11.5,6.85
12.0,6.62
12.5,6.81
13.0,6.83
13.5,7.7
14.0,7.88
14.5,9.08
15.0,9.76
15.5,10.1
16.0,10.7
16.5,10.7
17.0,10.8
17.5,13.0
18.0,10.8
18.5,11.0
19.0,11.7
19.5,11.6
20.0,11.9
20.5,11.5
21.0,12.0
21.5,12.7
22.0,12.8
22.5,12.8
23.0,12.8
23.5,13.0
24.0,13.7
24.5,11.2
25.0,11.6
25.5,11.8
26.0,8.87
26.5,12.1
27.0,12.7
27.5,12.7
28.0,12.8
28.5,10.6
29.0,10.7
29.5,10.9
30.0,11.5
30.5,11.5
31.0,11.5
31.5,11.8
32.0,12.1
32.5,12.7
33.0,12.8
33.5,12.8
34.0,12.9
34.5,13.7
35.0,13.6
35.5,13.8
36.0,14.1
36.5,9.4
37.0,9.87
37.5,9.87
38.0,10.0
38.5,10.7
39.0,12.1
39.5,12.0
40.0,14.1
40.5,12.5
41.0,14.0
41.5,13.9
42.0,12.6
42.5,13.1
43.0,15.5
43.5,14.5
44.0,13.9
44.5,13.4
45.0,13.9
45.5,10.9
46.0,11.7
46.5,15.4
47.0,15.8
47.5,12.0
48.0,12.2
48.5,9.97
49.0,11.8
49.5,12.7
50.0,12.6
50.5,14.0
51.0,9.88
51.5,13.4
52.0,11.7
52.5,10.1
53.0,8.05
53.5,10.9
54.0,12.5
54.5,13.7
55.0,14.1
55.5,11.9
56.0,13.4
56.5,11.7
57.0,12.5
57.5,9.75
58.0,11.7
58.5,13.7
59.0,10.2
59.5,10.7
60.0,10.8
60.5,13.5
61.0,10.5
61.5,10.2
62.0,9.86
62.5,11.5
63.0,8.41
63.5,10.5
64.0,12.3
64.5,11.0
65.0,11.4
65.5,11.0
66.0,13.9
66.5,9.77
67.0,10.4
67.5,8.06
68.0,9.06
68.5,10.6
69.0,11.5
69.5,13.7
70.0,12.0
70.5,10.0
71.0,8.9
71.5,11.1
72.0,13.2
72.5,14.1
73.0,10.8
73.5,14.5
74.0,11.2
74.5,12.4
75.0,13.2
75.5,11.0
76.0,10.5
76.5,10.4
77.0,13.9
77.5,12.5
78.0,14.1
78.5,11.3
79.0,12.8
79.5,12.5
80.0,12.0
80.5,13.7
81.0,15.9
81.5,11.3
82.0,12.7
82.5,11.7
83.0,13.5
83.5,15.5
84.0,13.4
84.5,13.7
85.0,14.8
85.5,13.4
86.0,13.4
86.5,12.1
87.0,11.8
87.5,12.4
88.0,14.1
88.5,12.6
89.0,11.4
89.5,13.6
