t,rtt_ms
40.0,11.7
40.5,13.8
41.0,10.8
41.5,13.0
42.0,14.9
42.5,14.8
43.0,12.9
43.5,10.4
44.0,11.6
44.5,11.2
45.0,10.9
45.5,10.8
46.0,9.76
46.5,12.7
47.0,12.1
47.5,14.0
48.0,9.89
48.5,10.6
49.0,7.09
49.5,10.8
50.0,11.1
50.5,10.4
51.0,6.78
51.5,12.8
52.0,7.17
52.5,11.8
53.0,9.34
53.5,13.2
54.0,13.9
54.5,10.9
55.0,9.51
55.5,9.04
56.0,11.7
56.5,8.5
57.0,16.5
57.5,14.5
58.0,9.21
58.5,11.9
59.0,11.6
59.5,12.7
60.0,10.0
60.5,11.1
61.0,8.64
61.5,10.1
62.0,10.7
62.5,7.51
63.0,9.5
63.5,12.6
64.0,9.97
64.5,8.79
65.0,10.9
65.5,11.8
66.0,6.52
66.5,12.9
67.0,8.71
67.5,8.23
68.0,12.5
68.5,9.68
69.0,12.6
69.5,14.2
70.0,16.1
70.5,11.0
71.0,11.2
71.5,17.7
72.0,12.4
72.5,10.1
73.0,10.7
73.5,7.72
74.0,13.0
74.5,12.8
75.0,11.4
75.5,14.8
76.0,10.9
76.5,8.88
77.0,11.4
77.5,11.7
78.0,9.62
78.5,12.6
79.0,12.9
79.5,13.2
80.0,11.1
80.5,14.5
81.0,11.9
81.5,14.2
82.0,11.9
82.5,8.8
83.0,12.1
83.5,10.5
84.0,10.7
84.5,10.6
85.0,16.8
85.5,13.5
86.0,14.8
86.5,13.0
87.0,11.0
87.5,11.5
88.0,12.1
88.5,10.2
89.0,10.6
89.5,11.7
