t,rtt_ms
0.0,0.783
0.5,7.01
1.0,7.79
1.5,7.79
2.0,3.91
2.5,4.83
3.0,4.79
3.5,4.64
4.0,4.55
4.5,4.68
5.0,10.3
5.5,5.32
6.0,5.79
6.5,5.74
7.0,7.39
7.5,7.75
8.0,7.68
8.5,8.54
9.0,8.35
9.5,8.93
10.0,4.16
10.5,4.66
11.0,5.26
11.5,5.74
12.0,5.72
12.5,5.65
13.0,5.58
13.5,5.74
14.0,5.71
14.5,5.85
15.0,5.8
15.5,5.59
16.0,5.82
16.5,5.77
17.0,5.75
17.5,5.79
18.0,6.9
18.5,8.85
19.0,10.7
19.5,10.6
20.0,8.71
20.5,8.91
21.0,8.86
21.5,10.7
22.0,8.89
22.5,9.78
23.0,9.7
23.5,9.75
24.0,9.8
24.5,9.75
25.0,9.78
25.5,9.85
26.0,9.93
26.5,10.6
27.0,10.8
27.5,12.6
28.0,13.3
28.5,8.4
29.0,8.65
29.5,8.94
30.0,9.75
30.5,9.74
31.0,9.56
31.5,10.0
32.0,10.8
32.5,8.96
33.0,9.79
33.5,9.72
34.0,9.69
34.5,9.62
35.0,9.82
35.5,12.4
36.0,10.0
36.5,10.6
37.0,10.4
37.5,10.6
38.0,11.0
38.5,12.0
39.0,13.1
39.5,13.3
40.0,12.8
40.5,13.7
41.0,12.7
41.5,14.8
42.0,9.19
42.5,14.5
43.0,10.9
43.5,11.9
44.0,11.3
44.5,12.8
45.0,11.2
45.5,11.9
46.0,15.3
46.5,10.7
47.0,11.2
47.5,8.62
48.0,6.23
48.5,14.2
49.0,10.4
49.5,8.79
50.0,9.43
50.5,8.43
51.0,9.51
51.5,11.1
52.0,11.6
52.5,7.59
53.0,14.4
53.5,9.58
54.0,10.4
54.5,5.42
55.0,11.1
55.5,10.4
56.0,6.76
56.5,7.03
57.0,7.28
57.5,7.84
58.0,10.0
58.5,8.31
59.0,14.8
59.5,8.86
60.0,10.3
60.5,9.47
61.0,12.7
61.5,8.95
62.0,10.1
62.5,11.4
63.0,11.5
63.5,11.6
64.0,11.4
64.5,8.3
65.0,12.1
65.5,15.6
66.0,8.65
66.5,8.3
67.0,6.68
67.5,7.93
68.0,10.9
68.5,12.6
69.0,12.1
69.5,10.4
70.0,13.4
70.5,13.4
71.0,14.2
71.5,7.77
72.0,15.3
72.5,10.1
73.0,12.6
73.5,10.6
74.0,13.8
74.5,9.96
75.0,11.9
75.5,9.91
76.0,12.2
76.5,8.04
77.0,14.2
77.5,15.4
78.0,9.88
78.5,10.4
79.0,14.0
79.5,10.6
80.0,10.5
80.5,9.23
81.0,13.8
81.5,11.4
82.0,10.5
82.5,13.4
83.0,13.5
83.5,13.6
84.0,14.1
84.5,13.8
85.0,13.8
85.5,13.1
86.0,12.2
86.5,9.98
87.0,12.2
87.5,11.1
88.0,10.9
88.5,10.1
89.0,13.6
89.5,12.3
