t,rtt_ms
40.0,11.5
40.5,12.2
41.0,10.8
41.5,6.37
42.0,10.2
42.5,12.7
43.0,8.86
43.5,9.71
44.0,8.39
44.5,10.5
45.0,10.4
45.5,12.8
46.0,7.4
46.5,13.3
47.0,11.3
47.5,11.8
48.0,10.4
48.5,11.1
49.0,10.5
49.5,8.48
50.0,10.6
50.5,10.5
51.0,9.87
51.5,11.3
52.0,10.6
52.5,12.0
53.0,11.5
53.5,13.3
54.0,12.3
54.5,8.67
55.0,12.6
55.5,9.57
56.0,9.66
56.5,6.57
57.0,8.48
57.5,10.0
58.0,9.7
58.5,11.1
59.0,13.7
59.5,11.2
60.0,10.8
60.5,8.72
61.0,12.9
61.5,13.1
62.0,10.5
62.5,10.9
63.0,11.8
63.5,12.1
64.0,11.0
64.5,9.6
65.0,11.3
65.5,8.51
66.0,10.5
66.5,9.08
67.0,11.2
67.5,11.9
68.0,12.9
68.5,6.41
69.0,12.0
69.5,10.4
70.0,13.0
70.5,10.6
71.0,10.8
71.5,11.9
72.0,11.0
72.5,11.8
73.0,12.4
73.5,10.4
74.0,11.0
74.5,13.3
75.0,13.8
75.5,11.9
76.0,10.9
76.5,11.4
77.0,12.0
77.5,10.7
78.0,13.6
78.5,10.4
79.0,9.81
79.5,13.1
80.0,10.3
80.5,9.27
81.0,11.0
81.5,9.95
82.0,8.28
82.5,9.14
83.0,13.8
83.5,12.0
84.0,9.87
84.5,12.2
85.0,10.3
85.5,12.1
86.0,20.6
86.5,20.8
87.0,19.8
87.5,20.4
88.0,19.4
88.5,20.1
89.0,20.7
89.5,21.8
