t,rtt_ms
0.0,1.15
0.5,7.04
1.0,8.53
1.5,6.0
2.0,3.99
2.5,4.65
3.0,4.66
3.5,7.16
4.0,7.95
4.5,6.05
5.0,7.19
5.5,8.22
6.0,8.94
6.5,4.26
7.0,4.63
7.5,10.1
8.0,5.39
8.5,5.88
9.0,6.82
9.5,6.65
10.0,6.66
10.5,6.71
11.0,6.83
11.5,7.72
12.0,8.4
12.5,8.66
13.0,8.69
13.5,8.71
14.0,8.72
14.5,8.84
15.0,8.66
15.5,8.78
16.0,8.77
16.5,8.72
17.0,9.32
17.5,9.51
18.0,9.81
18.5,9.77
19.0,9.71
19.5,7.26
20.0,10.4
20.5,10.8
21.0,8.23
21.5,11.3
22.0,12.0
22.5,7.35
23.0,8.01
23.5,8.83
24.0,8.42
24.5,9.02
25.0,9.52
25.5,9.86
26.0,10.5
26.5,11.0
27.0,12.3
27.5,11.9
28.0,7.53
28.5,10.4
29.0,8.01
29.5,9.36
30.0,9.49
30.5,9.46
31.0,10.3
31.5,10.9
32.0,8.18
32.5,8.86
33.0,9.93
33.5,10.5
34.0,10.9
34.5,8.91
35.0,8.91
35.5,9.78
36.0,9.8
36.5,9.81
37.0,7.32
37.5,7.83
38.0,10.2
38.5,10.8
39.0,8.17
39.5,9.85
40.0,12.5
40.5,13.2
41.0,13.4
41.5,10.1
42.0,12.1
42.5,10.3
43.0,10.7
43.5,9.41
44.0,11.4
44.5,12.3
45.0,12.4
45.5,8.47
46.0,9.04
46.5,9.42
47.0,9.46
47.5,11.1
48.0,13.2
48.5,9.28
49.0,11.0
49.5,9.84
50.0,10.0
50.5,10.3
51.0,10.5
51.5,12.5
52.0,8.43
52.5,13.2
53.0,10.6
53.5,10.9
54.0,8.38
54.5,11.1
55.0,12.8
55.5,9.76
56.0,9.71
56.5,11.3
57.0,10.8
57.5,9.64
58.0,11.6
58.5,13.4
59.0,9.49
59.5,12.0
60.0,9.02
60.5,11.8
61.0,11.2
61.5,11.8
62.0,11.9
62.5,8.58
63.0,9.28
63.5,9.67
64.0,10.1
64.5,12.4
65.0,11.9
65.5,11.8
66.0,11.3
66.5,11.4
67.0,9.61
67.5,12.6
68.0,9.68
68.5,12.2
69.0,10.5
69.5,12.1
70.0,14.0
70.5,12.2
71.0,12.7
71.5,7.47
72.0,7.79
72.5,10.2
73.0,7.53
73.5,11.4
74.0,10.2
74.5,12.4
75.0,10.7
75.5,11.8
76.0,11.0
76.5,12.2
77.0,12.2
77.5,12.0
78.0,13.7
78.5,11.8
79.0,10.2
79.5,9.17
80.0,9.82
80.5,11.3
81.0,13.3
81.5,10.2
82.0,10.2
82.5,9.16
83.0,11.5
83.5,12.7
84.0,13.9
84.5,13.1
85.0,9.91
85.5,21.2
86.0,21.0
86.5,20.2
87.0,21.8
87.5,20.4
88.0,20.7
88.5,20.9
89.0,21.0
89.5,18.4
