t,rtt_ms
40.0,12.9
40.5,14.1
41.0,12.4
41.5,12.9
42.0,11.3
42.5,10.4
43.0,9.81
43.5,10.4
44.0,14.4
44.5,11.7
45.0,14.7
45.5,16.8
46.0,13.4
46.5,11.8
47.0,15.7
47.5,15.6
48.0,11.2
48.5,15.0
49.0,12.9
49.5,12.5
50.0,12.8
50.5,13.9
51.0,10.3
51.5,13.2
52.0,9.92
52.5,10.7
53.0,14.7
53.5,13.0
54.0,10.2
54.5,10.1
55.0,8.05
55.5,12.6
56.0,12.0
56.5,11.5
57.0,10.4
57.5,9.57
58.0,8.29
58.5,10.5
59.0,11.5
59.5,10.6
60.0,13.2
60.5,13.5
61.0,11.8
61.5,9.18
62.0,12.1
62.5,13.0
63.0,10.7
63.5,12.3
64.0,12.9
64.5,14.7
65.0,12.9
65.5,15.0
66.0,10.2
66.5,10.2
67.0,10.6
67.5,10.0
68.0,11.9
68.5,14.5
69.0,8.23
69.5,11.0
70.0,13.8
70.5,13.8
71.0,13.4
71.5,9.61
72.0,16.6
72.5,11.0
73.0,9.86
73.5,10.0
74.0,9.93
74.5,13.9
75.0,12.0
75.5,10.7
76.0,13.9
76.5,12.6
77.0,13.1
77.5,10.9
78.0,10.6
78.5,11.4
79.0,12.0
79.5,9.46
80.0,9.38
80.5,12.8
81.0,15.3
81.5,11.8
82.0,14.8
82.5,13.3
83.0,10.4
83.5,15.3
84.0,12.8
84.5,11.3
85.0,17.2
85.5,13.8
86.0,12.8
86.5,10.6
87.0,11.1
87.5,15.9
88.0,14.7
88.5,12.2
89.0,10.8
89.5,14.3
