t,rtt_ms
0.0,1.32
0.5,5.43
1.0,6.7
1.5,6.97
2.0,5.42
2.5,5.97
3.0,3.68
3.5,6.85
4.0,6.69
4.5,4.2
5.0,4.73
5.5,5.56
6.0,6.36
6.5,7.39
7.0,4.32
7.5,5.09
8.0,6.16
8.5,7.07
9.0,7.8
9.5,8.06
10.0,8.79
10.5,8.78
11.0,8.62
11.5,4.12
12.0,6.07
12.5,5.02
13.0,5.69
13.5,7.63
14.0,5.93
14.5,6.91
15.0,7.54
15.5,7.66
16.0,7.65
16.5,7.72
17.0,7.03
17.5,8.2
18.0,8.22
18.5,10.4
19.0,9.56
19.5,9.81
20.0,10.0
20.5,10.9
21.0,11.7
21.5,11.8
22.0,11.7
22.5,9.88
23.0,8.03
23.5,12.8
24.0,8.35
24.5,11.6
25.0,11.8
25.5,11.8
26.0,11.9
26.5,11.8
27.0,11.8
27.5,11.8
28.0,11.9
28.5,11.8
29.0,12.1
29.5,12.8
30.0,12.8
30.5,12.9
31.0,9.59
31.5,13.1
32.0,10.4
32.5,10.5
33.0,10.8
33.5,10.8
34.0,10.8
34.5,10.8
35.0,10.8
35.5,10.7
36.0,10.7
36.5,10.7
37.0,10.7
37.5,10.7
38.0,10.7
38.5,11.3
39.0,11.6
39.5,11.0
40.0,13.7
40.5,13.9
41.0,12.1
41.5,10.1
42.0,12.3
42.5,11.3
43.0,14.2
43.5,10.6
44.0,13.5
44.5,14.7
45.0,13.5
45.5,10.4
46.0,14.4
46.5,9.91
47.0,11.8
47.5,13.2
48.0,11.4
48.5,12.2
49.0,13.1
49.5,11.4
50.0,11.7
50.5,13.5
51.0,14.0
51.5,11.7
52.0,13.4
52.5,10.5
53.0,17.5
53.5,11.3
54.0,10.4
54.5,7.11
55.0,9.08
55.5,6.13
56.0,9.72
56.5,11.1
57.0,10.7
57.5,10.6
58.0,7.02
58.5,9.19
59.0,15.4
59.5,11.7
60.0,12.4
60.5,9.62
61.0,10.4
61.5,11.3
62.0,11.9
62.5,11.3
63.0,9.5
63.5,14.5
64.0,11.3
64.5,11.1
65.0,12.6
65.5,11.9
66.0,10.4
66.5,10.4
67.0,11.2
67.5,14.5
68.0,13.4
68.5,12.3
69.0,10.3
69.5,11.8
70.0,14.2
70.5,11.1
71.0,12.2
71.5,9.43
72.0,9.81
72.5,10.3
73.0,11.3
73.5,12.2
74.0,14.0
74.5,15.1
75.0,15.6
75.5,13.2
76.0,10.7
76.5,13.8
77.0,10.4
77.5,13.4
78.0,16.2
78.5,14.6
79.0,12.6
79.5,9.04
80.0,15.9
80.5,10.8
81.0,9.62
81.5,13.5
82.0,11.0
82.5,8.91
83.0,11.9
83.5,9.73
84.0,14.0
84.5,15.5
85.0,15.6
85.5,12.7
86.0,12.2
86.5,13.5
87.0,10.2
87.5,11.3
88.0,13.9
88.5,11.0
89.0,10.3
89.5,8.67
