t,rtt_ms
0.0,1.4
0.5,5.15
1.0,3.02
1.5,10.3
2.0,5.18
2.5,5.81
3.0,5.86
3.5,5.99
4.0,4.15
4.5,4.46
5.0,4.88
5.5,5.66
6.0,8.46
6.5,3.64
7.0,3.81
7.5,3.7
8.0,8.8
8.5,8.99
9.0,4.15
9.5,4.47
10.0,6.51
10.5,8.88
11.0,6.59
11.5,9.34
12.0,7.58
12.5,7.4
13.0,7.75
13.5,7.81
14.0,7.79
14.5,9.83
15.0,8.33
15.5,8.64
16.0,9.6
16.5,9.73
17.0,9.97
17.5,9.38
18.0,13.0
18.5,14.2
19.0,14.6
19.5,14.5
20.0,15.0
20.5,15.7
21.0,15.8
21.5,15.7
22.0,15.7
22.5,16.0
23.0,13.1
23.5,13.7
24.0,13.7
24.5,13.7
25.0,13.6
25.5,14.0
26.0,12.7
26.5,12.8
27.0,12.8
27.5,12.8
28.0,12.8
28.5,13.1
29.0,13.7
29.5,13.7
30.0,13.7
30.5,13.8
31.0,13.6
31.5,13.9
32.0,13.8
32.5,13.8
33.0,13.9
33.5,14.8
34.0,14.8
34.5,14.8
35.0,9.94
35.5,11.8
36.0,12.9
36.5,8.25
37.0,8.67
37.5,9.0
38.0,9.97
38.5,10.9
39.0,8.0
39.5,11.9
40.0,10.9
40.5,12.0
41.0,10.7
41.5,11.6
42.0,13.5
42.5,9.13
43.0,12.8
43.5,11.7
44.0,9.42
44.5,8.04
45.0,10.5
45.5,9.61
46.0,9.94
46.5,9.73
47.0,11.6
47.5,10.9
48.0,10.7
48.5,12.7
49.0,11.8
49.5,11.5
50.0,11.9
50.5,9.96
51.0,10.8
51.5,12.8
52.0,11.6
52.5,8.39
53.0,9.19
53.5,10.4
54.0,10.6
54.5,10.5
55.0,8.39
55.5,10.9
56.0,10.5
56.5,12.8
57.0,10.9
57.5,13.6
58.0,13.0
58.5,9.11
59.0,8.62
59.5,9.99
60.0,7.61
60.5,10.9
61.0,11.0
61.5,11.5
62.0,12.7
62.5,12.4
63.0,12.9
63.5,12.6
64.0,8.42
64.5,8.66
65.0,9.68
65.5,12.6
66.0,12.6
66.5,12.6
67.0,10.3
67.5,10.6
68.0,13.8
68.5,10.4
69.0,9.64
69.5,10.6
70.0,9.85
70.5,8.5
71.0,10.4
71.5,8.2
72.0,9.11
72.5,7.51
73.0,10.5
73.5,11.0
74.0,8.89
74.5,9.54
75.0,12.8
75.5,9.5
76.0,4.85
76.5,10.0
77.0,9.8
77.5,7.91
78.0,7.35
78.5,9.46
79.0,8.01
79.5,11.6
80.0,9.18
80.5,10.5
81.0,9.98
81.5,10.2
82.0,10.4
82.5,10.3
83.0,9.73
83.5,11.7
84.0,11.7
84.5,6.71
85.0,9.73
85.5,7.82
86.0,7.52
86.5,7.1
87.0,7.61
87.5,7.37
88.0,11.1
88.5,12.9
89.0,10.7
89.5,8.47
