t,rtt_ms
40.0,9.76
40.5,8.62
41.0,12.0
41.5,10.8
42.0,11.5
42.5,9.65
43.0,11.2
43.5,12.5
44.0,12.0
44.5,9.11
45.0,9.9
45.5,8.53
46.0,9.84
46.5,8.44
47.0,11.0
47.5,11.0
48.0,10.6
48.5,12.3
49.0,12.0
49.5,11.2
50.0,8.2
50.5,9.37
51.0,9.7
51.5,7.46
52.0,10.1
52.5,9.43
53.0,8.67
53.5,10.9
54.0,10.8
54.5,9.69
55.0,12.2
55.5,11.4
56.0,13.8
56.5,11.3
57.0,9.48
57.5,8.96
58.0,13.5
58.5,9.93
59.0,9.9
59.5,9.22
60.0,13.9
60.5,12.1
61.0,9.38
61.5,8.74
62.0,8.81
62.5,9.85
63.0,8.98
63.5,9.73
64.0,8.71
64.5,14.1
65.0,11.6
65.5,9.66
66.0,11.3
66.5,10.6
67.0,12.8
67.5,9.37
68.0,9.12
68.5,9.94
69.0,8.64
69.5,10.6
70.0,9.94
70.5,11.6
71.0,9.67
71.5,10.6
72.0,15.0
72.5,9.05
73.0,9.16
73.5,10.4
74.0,10.3
74.5,6.25
75.0,9.04
75.5,5.55
76.0,7.85
76.5,11.9
77.0,10.0
77.5,13.2
78.0,10.6
78.5,6.82
79.0,8.14
79.5,12.8
80.0,10.2
80.5,9.26
81.0,9.45
81.5,8.77
82.0,8.39
82.5,3.9
83.0,8.85
83.5,11.1
84.0,9.17
84.5,5.47
85.0,12.3
85.5,7.58
86.0,10.1
86.5,5.79
87.0,8.42
87.5,8.66
88.0,8.97
88.5,8.05
89.0,7.6
89.5,7.81
